,name,weight,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid,snack,snack1,snack2,snack3,snack_breakfast,breakfast1,breakfast2,breakfast3,rice,soup,side_dish1,side_dish2,kimchi,special,empty,rice_type1,rice_type2,rice_type3,rice_type4,rice_type5,rice_type6,rice_type7,rice_type8,rice_type9,rice_type10,rice_type11,rice_type12,rice_type13,rice_type14,rice_type15,rice_type16,rice_type17,rice_type18,rice_type19,rice_type20,rice_type21,rice_type22,rice_type23,rice_type24,simple_rice
85,S달걀미나리빵,100.8,243.6,6.94036,11.7628,27.3714,1.834,37.338,0.80836,171.738,81.27,0.02478,0.20384,0.9821,3919.93322,771.75658,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,S달걀부추빵,100.8,243.6,6.93826,11.7733,27.2979,1.099,33.768,1.44046,171.318,65.94,0.05418,0.17885,1.2614,3898.12682,757.49968,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,S달걀토스트,155.7,218.741,9.59548,7.8719,26.8514,1.89,108.167,0.88548,280.572,109.3963333,0.11289,0.38741,1.176,870.58216,190.41414,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,S당근두부스넥,34,114.821,2.51884,4.98375,14.18041,0.6955,12.79,0.29062,139.902,17.64375,0.028467,0.054978,0.11436,1135.32019,503.65269,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,S도너츠,42,178.92,3.066,10.92,17.052,0,11.76,0.462,151.2,5.46,0.0378,0.0462,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,S딸기쨈식빵,56,159.6,3.8626,2.0776,31.3726,1.708,13.3,0.2828,216.86,0.595,0.08078,0.16072,2.8448,233.6194,23.8238,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,S롤빵,42,132.72,4.242,3.78,20.412,0.84,18.48,0.294,205.8,0.525,0.042,0.0252,0,462,50.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,S마늘빵,42,178.08,4.116,7.224,24.15,1.26,16.38,2.268,234.36,12.915,0.0756,0.0504,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,S마들렌,42,171.36,2.3772,8.6982,20.853,0.378,21.84,0.3108,86.94,61.845,0.02478,0.06006,0,909.5982,256.473,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,S맘모스빵,56,216.72,4.0684,6.1222,36.3118,1.876,17.08,0.329,129.08,9.66,0.02492,0.07042,2.8448,870.8098,28.5866,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,S매실젤리,28.7,53.347,0.1106,0.0028,13.2167,0.084,1.421,0.06251,3.822,0,0.007861,0.015127,0.1596,0.1344,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,S머핀,42,98.7,3.234,0.756,19.32,1.134,21.84,0.3738,194.88,0,0.07602,0.06468,0.042,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,S모닝빵,42,132.72,3.8052,2.0622,24.7758,0.882,13.86,0.2856,109.2,2.66,0,0.05586,0,363.5688,27.7116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,S모닝빵+딸기잼,49,153.93,3.8444,2.0699,30.0293,0.959,15.05,0.301,109.27,2.66,0.0049,0.06776,1.4224,365.9054,30.0181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,S모카빵,42,148.68,3.4902,3.1626,26.5818,0.588,10.92,0.3234,132.72,11.585,0.02268,0.04914,0,514.2732,33.348,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,S무지개떡,112,256.48,3.92,0.336,59.36,0.224,11.2,1.568,310.24,1.213333333,0.0448,0.0448,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,S미니핫도그,49,130.83,3.9641,5.1695,17.1353,1.47,46.55,0.4165,222.46,6.288333332,0.03332,0.05635,0.9702,711.6123,55.0319,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,S바나나핫케이크,121.8,220.234,5.35024,4.93598,38.00314,0.798,82.572,0.43288,280.868,31.549,0.072982,0.232596,2.7713,404.65852,167.27914,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,S바람떡,84,173.88,3.612,0.672,38.304,0,14.28,1.008,130.2,0,0.042,0.0336,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,S밤설기,112,255.36,4.032,0.448,58.8,0.672,7.84,1.568,323.68,0,0.0336,0,1.12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,S밤식빵,56,138.32,4.2434,2.1322,25.5402,2.31,13.16,0.3696,216.86,0.933333334,0.08246,0.14602,2.2372,259.5908,27.7088,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,S백설기,56,127.68,2.016,0.224,29.4,0.336,3.92,0.784,161.84,0,0.0168,0,0.56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,S비스켓,28,149.52,1.8704,8.0024,17.5364,0.588,11.76,1.9572,134.68,1.516666667,0.30352,0.18284,0.0084,810.194,24.8164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,S샌드위치,56,119.84,4.8496,5.8128,12.068,3.08,43.68,0.3136,297.92,20.44,0.20888,0.05768,4.0936,1063.5184,153.6976,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,S소보로빵,42,174.3,3.99,6.1068,25.8048,1.722,14.7,0.2982,128.94,9.66,0.01512,0.04662,0,866.1366,23.9736,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,S송편,112,250.88,6.608,3.0688,49.2912,1.232,34.72,0.7952,193.76,0,0.02912,0.04032,0,1403.9312,203.5936,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,S수리취떡,112,230.72,5.04,0.896,50.624,0,26.88,2.016,175.84,1.026666667,0.056,0.0448,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,S(우유제외)수제멸치과자,63.8,170.696,6.2269,2.43978,29.88588,1.314,101.072,0.59608,306.03,0.0805,0.057848,0.097412,0.0476,677.62086,17.62544,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,S수제멸치과자,63.8,169.646,5.9497,2.38098,30.06018,1.314,121.232,0.45958,285.24,11.6305,0.053858,0.123032,0.2135,693.11466,19.22144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,S(우유제외)수제새우과자,62.4,168.148,5.13854,2.32484,30.58294,1.0648,109.15,2.19754,236.156,1.962333333,0.055146,0.061796,0.0476,343.59808,10.5651,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,S수제새우과자,62.4,167.098,4.86134,2.26604,30.75724,1.0648,129.31,2.06104,215.366,13.51233333,0.051156,0.087416,0.2135,359.09188,12.1611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,S슈크림빵,42,115.5,2.52,3.234,19.11,0,16.8,0.378,67.2,7.909999999,0.0336,0.0378,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,S시루떡,56,102.48,3.2648,0.2296,21.8064,1.736,10.08,0.4928,130.48,0.093333334,0.0168,0.01736,0,83.3392,18.0544,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,S식빵+딸기잼,49,138.39,3.8234,2.0699,26.1191,1.631,12.11,0.2674,216.79,0.595,0.07588,0.14882,1.4224,231.2828,21.5173,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,S식빵토스트,42,117.18,3.7842,2.0622,20.8656,1.554,10.92,0.252,216.72,0.595,0.07098,0.13692,0,228.9462,19.2108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,S쌀과자,28,131.32,0.896,4.452,21.896,0,1.12,0.252,62.72,0,0.0364,0.014,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,S쑥떡,123.2,244.944,4.5136,0.59136,55.71328,1.7808,23.408,1.10208,246.736,38.76133333,0.013216,0.055776,0.73584,199.28048,28.1456,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,S쑥버무리,55.3,86.786,2.59952,0.266,18.59536,2.359,40.81,2.92124,236.593,121.1291667,0.0287,0.152964,2.31378,92.71262,69.71944,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,S쑥설기,112,230.72,5.04,0.896,50.624,0,26.88,2.016,175.84,1.026666667,0.056,0.0448,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,S씨앗호떡,52,212.275,6.98423,7.08045,32.80047,2.0508,14.775,0.71066,53.502,0.066916667,0.265727,0.12199,0.056,2906.99356,175.81042,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,S(우유제외)아몬드사과도넛,95.6,182.686,6.15818,9.76668,19.21738,2.856,62.936,1.08412,163.13,19.6875,0.03738,0.315462,0.6146,2285.48236,169.77324,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,S아몬드사과도넛,95.6,182.336,6.06578,9.74708,19.27548,2.856,69.656,1.03862,156.2,23.5375,0.03605,0.324002,0.6699,2290.64696,170.30524,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,S애플파이,42,197.82,2.31,8.82,27.2916,0.798,4.62,0.1722,86.94,13.72,0.0273,0.0273,2.205,1087.5816,74.1888,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,S약과,56,236.32,2.128,7.448,40.152,0,2.8,1.456,19.04,0,0.0336,0.0504,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,S약식,56,136.64,2.072,1.232,29.288,0.952,6.16,1.568,161.84,0,0.0504,0.0448,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,S오색롤샌드위치,82.6,200.354,6.09602,8.87432,24.0863,1.7962,73.318,0.4109,369.628,10.30633333,0.081032,0.176554,14.7994,2997.83974,440.63936,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,S오이달걀샐러드빵,98,216.16,6.8159,8.9187,27.0746,1.246,31.64,0.7637,171.29,65.485,0.021,0.16919,2.5739,3346.84,441.9555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,S인절미,56,129.36,3.0912,0.644,27.8264,1.176,6.72,0.1848,188.72,0,0.0224,0.0168,0,313.2752,43.1256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,S잼샌드위치,49,138.39,3.8234,2.0699,26.1191,1.631,12.11,0.2674,216.79,0.595,0.07588,0.14882,1.4224,231.2828,21.5173,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,S절편,112,240.8,4.1328,0.5488,54.9248,1.12,11.2,0.1904,246.4,0,0.01008,0.01344,0,190.5904,6.9888,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,S증편,112,221.76,3.3488,0.6384,50.6576,1.792,8.96,0.0784,323.68,0,0,0.03472,0,251.1376,12.768,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,S찹쌀도너츠,42,124.32,2.1,2.226,23.982,1.218,108.36,2.31,145.74,0.595,0.063,0.0168,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,S채소찐빵,42,97.02,3.402,2.31,15.666,0,22.68,0.378,171.78,0,0.0336,0.0168,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,S치즈머핀,42,124.32,2.898,4.788,17.388,1.134,84,1.0038,196.14,16.38,0.11928,0.12642,0.126,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,S치즈빵,42,157.08,3.36,9.198,15.624,0.42,14.7,0.756,175.14,14.56,0.0798,0.1092,0.042,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,S치즈케이크,42,139.02,2.4654,8.9544,12.1044,0.294,42,0.3276,100.8,56.03500001,0.01512,0.09282,0,627.2028,71.2614,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,S카스텔라,42,125.58,2.9022,1.5624,24.9732,1.974,12.18,0.3318,34.02,24.185,0.01344,0.08484,0,246.393,10.0506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,S카카오올리브케익,57.4,188.58,4.38648,5.63556,28.60522,0.8988,34.888,0.54782,18.326,15.9845,0.052892,0.097902,0.13608,583.1637,42.13006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,S케이크,42,136.08,1.218,3.822,25.872,1.554,13.86,0.8694,42.42,3.045,0.021,0.04158,0.21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,S쿠키,42,197.82,2.7216,7.2114,30.5466,7.182,7.14,0.2688,273.84,0.42,0.05334,0.01764,0.0966,420.2856,19.0974,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,S(우유제외)크랜베리찹쌀케이크,42.7,122.332,3.37386,3.06537,19.86985,0.4872,8.274,0.57309,17.85,5.866,0.046928,0.036414,0.49,908.85256,5.17384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,S크랜베리찹쌀케이크,42.7,121.912,3.26298,3.04185,19.93957,0.4872,16.338,0.51849,9.534,10.486,0.045332,0.046662,0.55636,915.05008,5.81224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,S크로와상,84,376.32,6.636,22.512,36.876,1.512,17.64,0.504,394.8,4.62,0.0672,0.0252,0,2436,184.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,S크로와상샌드위치,98,258.72,6.3035,16.2351,21.84,1.806,67.06,1.0654,374.22,98.46666668,0.24108,0.1393,3.1388,2774.5529,418.6315,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,S크루통,21.1,103.822,1.28803,7.69288,7.00584,0.5447,4.78,0.10604,73.182,0.7085,0.023856,0.048023,0.125,650.6786,58.0483,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,S크림빵,42,115.5,2.52,3.234,19.11,0,16.8,0.378,67.2,7.909999999,0.0336,0.0378,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,S토스트,42,117.18,3.7842,2.0622,20.8656,1.554,10.92,0.252,216.72,0.595,0.07098,0.13692,0,228.9462,19.2108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,S프렌치토스트,203,280.49,9.8791,13.4848,29.2117,1.554,177.52,0.5761,286.16,133.3091667,0.1113,0.4326,1.106,592.0761,45.4888,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,S피자빵,84,195.72,9.492,6.132,25.536,0,109.2,1.932,489.72,0,0.2268,0.1848,1.68,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,S핫도그,98,261.66,7.9282,10.339,34.2706,2.94,93.1,0.833,444.92,12.57666666,0.06664,0.1127,1.9404,1423.2246,110.0638,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,S핫케이크,103.6,323.05,7.48342,6.9979,54.65145,0,100.611,0.48307,535.836,25.83,0.0896,0.293265,0.1659,545.17029,241.86771,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,S호떡,47.8,195.265,5.57779,5.93525,31.59927,1.5678,9.133,0.46342,36.03,0.014416667,0.145327,0.10449,0.056,1500.00028,486.4847,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,S흑임자떡,56,114.8,1.96,0,26.768,0,4.48,0.728,126.56,0.653333334,0.028,0.0112,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,S(저당)씨리얼,56,220.64,3.808,1.5624,47.7848,1.848,6.16,5.0232,308.56,564.48,0.90496,1.90624,86.9512,546.3248,22.7136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,S쌀씨리얼,56,218.4,3.724,0.9408,48.7144,1.064,145.04,10.5,350,676.48,1.91912,0.78232,95.1776,481.1744,25.6872,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,S씨리얼,56,211.68,2.8616,0.3304,49.308,1.4,1.68,5.0176,243.04,1361.36,2.83864,1.4896,112.7056,152.3312,10.2032,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,S옥수수씨리얼,56,211.68,2.8616,0.3304,49.308,1.4,1.68,5.0176,243.04,1361.36,2.83864,1.4896,112.7056,152.3312,10.2032,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,S단호박식혜,84,179.06,3.4468,0.7098,40.8842,4.956,13.3,1.5596,2.66,129.36,0.1575,0.19782,5.0946,271.3662,58.0188,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,S매실쥬스,7,12.67,0.014,0.0007,3.1458,0.021,0.35,0.0154,0.14,0,0.00196,0.00371,0.0399,0.0336,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,S미숫가루,24.5,97.125,3.0492,1.15115,19.4943,2.688,11.48,0.84245,1.295,0,0.00588,0.12012,0,553.6335,91.7007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,S수정과,7,24.99,0,0.098,6.23,0,0,0.161,0.35,0,0.1043,0.0259,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,S오미자아이스크림,84,283.22,1.995,25.2567,13.4372,0,47.67,0.4361,19.53,287.7116667,0.0161,0.18788,1.19,611.8,85.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,S오미자차,7,18.13,0.007,0,4.522,0,1.19,0.357,0.56,0.011666667,0.0021,0.0147,0.77,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,S유자차,14,34.02,0.07,0,8.428,0,2.38,0.07,2.1,0.058333333,0.0084,0.0224,8.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,S코코아,28,118.44,2.7552,2.646,20.8964,1.428,136.64,2.0636,45.08,0.56,0,0.1526,0,17.0772,1.3524,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,S간장떡볶이,65.2,111.941,2.92224,0.64458,23.87813,0.6105,13.895,0.19065,303.542,2.326083333,0.007963,0.048418,2.18346,267.63092,25.32947,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,S간장비빔국수,66.5,205.807,4.82447,3.6547,36.7171,1.309,18.088,0.46522,708.785,32.20875,0.058401,0.090636,0.94038,1276.44846,182.86709,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,S간장소면무침,69.3,206.451,4.87431,3.6589,36.8515,1.3538,18.76,0.48818,708.785,32.85508334,0.060249,0.093268,1.03978,1277.76334,183.56681,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,S고로케,83,120.271,2.94612,4.92202,15.62856,1.8508,12.329,0.51794,139.603,41.801,0.046184,0.060616,7.09758,983.7604,482.35866,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
